太陽はどんな様子？,q_keshiki_uchu
地球は元気そう？,q_keshiki_tikyu
宇宙人はいる？,zatsudan_tomodachi
流星になってほしい,zatsudan_tomodachi
いまどこ？,q_status_ichi
今何時？,zatsudan_jikan
おはよう！,aisatsu_asa
ただいま！,aisatsu_aiduchi
おとぎ話が聞きたい,zatsudan_tomodachi
面白い話して,aisatsu_joke
ジョーク言って,aisatsu_joke
おなかすいた,zatsudan_tomodachi
電気グルーヴは石野卓球ともう一人は？,zatsudan_tomodachi
広報部の新年会が終わりました。,zatsudan_tomodachi
暑くない？,q_status_ondo
暗くない？,q_status_zenpan
寒くない？,q_status_ondo
なんだか疲れちゃった,zatsudan_tomodachi
寒い〜,q_status_ondo
心がおれた…,zatsudan_tomodachi
宇宙にいきたい,kanso_ganbo
明日晴れるかな？,zatsudan_tenki
いまの気分は？,q_status_kibun
地球について一言!,q_keshiki_tikyu
さむいよ～((( ；ﾟДﾟ))),zatsudan_tenki
返信まだーー？,kanso_ikari
宇宙ってどんなとこ？,q_keshiki_uchu
where are you?,q_status_ichi
おはよう #宇宙 #衛星,aisatsu_asa
流星群キレイだったね,q_keshiki_uchu
元気？,q_status_kibun
これは一人の人間にとっては小さな一歩だが人類にとっては偉大な飛躍である 😏,zatsudan_uchu_meigen
ok! selfish 今日の天気を教えて,zatsudan_tenki
おすすめのテレビ番組は？,q_konomi
サラリーマン衛星0号機に次ぐ初号機の打ち上げ成功,kanso_oen
打ち上げ成功おめでとうございます！,kanso_oen
#selfishから返事返ってきた!,kanso_oen
selfishは何歳ですか？,zatsudan_tanjobi
衛星作ってみたい!,kanso_ganbo
今日はこちらは曇っています。そちらはどうですか？,zatsudan_tenki
おはようごさいまっす,aisatsu_asa
日食見えた？,q_keshiki_uchu
次の日食はいつ？,q_keshiki_uchu
(ρ_-)ノ オハヨ,aisatsu_asa
何ができるの？,q_01_mission
你好,aisatsu_hiru
Hello！,aisatsu_eigo
Hello❗️,aisatsu_eigo
ビール飲みたい,aisatsu_aiduchi
お名前は？,q_01_shiyo
暑い,q_status_ondo
おはようちゃん❗️,aisatsu_asa
今どの辺飛んでるの？,q_status_ichi
こんばんは,aisatsu_yoru
元気ですか？,q_status_kibun
つかれた,aisatsu_aiduchi
名前言って❗,q_01_shiyo
こんにちわ,aisatsu_hiru
今どの辺を飛んでいますか？,q_status_ichi
何が見えますか？,q_keshiki_uchu
一人で寂しくないですか？,zatsudan_tomodachi
夜は真っ暗なんですか？,q_keshiki_uchu
宇宙って暑いんですか？,q_status_ondo
宇宙って寒いんですか？,q_status_ondo
ぐるぐる回転して気持ち悪くならないですか？,q_01_shisei
ロケットの乗り心地はどうでしたか？,zatsudan_uchu_rocket
宇宙に来て後悔してないですか？,q_status_kibun
ボーっと生きてんじゃねーよ！,kanso_ikari
あけましておめでとうございます。,aisatsu_hiru
あけおめ！,aisatsu_hiru
何が見えてるー？,q_keshiki_uchu
今だから言えることってありますか？,zatsudan_uchu_meigen
あなたは男の子？女の子？,q_01_shiyo
それでも男ですか、軟弱者!!,kanso_ikari
レスポンス遅いよ！,kanso_ikari
レスポンス早い！,kanso_home
やるじゃん,kanso_oen
いや、その理屈はおかしい。,aisatsu_aiduchi
おめでとう！,kanso_oen
今どんな気分ですか？,q_status_kibun
宇宙に来てどれ位たちましたか？,q_status_kikan
ありがとう！,kanso_oen
どういたしまして。,aisatsu_aiduchi
台風の写真を送って下さい。,q_01_syashin
オーロラの写真を送って下さい。,q_01_syashin
ほんのジョークです。,aisatsu_joke
ローバーと通信したんですか？,q_status_tsushin
日本上空で写真撮って！,q_01_syashin
無様ね,kanso_ikari
大丈夫ですか？,q_status_kibun
お気に入りはどこですか？,q_konomi
ありえんわ,kanso_ikari
何言ってるんですか？,kanso_ikari
あんたバカ？,kanso_ikari
なんやねん,kanso_ikari
いい加減にしなさい,kanso_ikari
黙れ！,kanso_ikari
黙ってろ！,kanso_ikari
バイバイ,aisatsu_aiduchi
残念です,kanso_ikari
最近どーよ？,q_status_kibun
つまんね,kanso_ikari
誕生日おめでとう！,zatsudan_tanjobi
誕オメ！,zatsudan_tanjobi
今何か欲しいものありますか？,q_konomi
キタコレ！,kanso_home
おっす！,aisatsu_hiru
うぃっす！,aisatsu_hiru
卒論間に合わなかった,zatsudan_tomodachi
笑えない,kanso_ikari
ニート決定w,zatsudan_tomodachi
わけわからん,kanso_ikari
つまんね,kanso_ikari
期待ハズレだわ,kanso_ikari
えらいね！,kanso_home
内部温度を教えて下さい,q_status_ondo
バッテリー状態を教えて下さい,q_status_denryoku
A dream you dream alone is only a dream. A dream you dream together is reality.,zatsudan_uchu_meigen
ひとりで見る夢はただの夢、みんなで見る夢は現実になる。,zatsudan_uchu_meigen
僕の言うことなんて、半分は意味もない。ただ君と繋がりたくて話しているんだ。,zatsudan_uchu_meigen
もし今日が人生最後の日だとしたら、今やろうとしていることは 本当に自分のやりたいことだろうか？,zatsudan_uchu_meigen
If today were the last day of my life would I want to do what I'm about to do today.,zatsudan_uchu_meigen
宇宙好き？,q_konomi
好きな食べものは？,q_konomi
好きな色は？,q_konomi
500件近いデータをもらったそうだね！すごいね！,kanso_home
お！返答が変わってるね！,kanso_home
「受け取った」だけか(笑),kanso_ikari
今日の体調は？,q_status_kibun
こんばんは。今日はいつもよりも暖かいよ。雪も降ってない。,zatsudan_tenki
こんにちは。,aisatsu_hiru
今どこにいるの？,q_status_ichi
宇宙に来て何日目？,q_status_kikan
今何度？,q_status_ondo
写真撮って,q_01_syashin
日本上空に来たら、教えて,kanso_ganbo
帰ってくるの？,q_status_kikan
ひま,zatsudan_tomodachi
太陽光パネルでどのくらい発電してるの？,q_status_denryoku
暑い,zatsudan_tenki
宇宙も寒いの？,q_status_ondo
つくばは寒いよ,zatsudan_tenki
今日の運勢おしえて！,zatsudan_omikuji
お肉とお魚どっちが好き？,q_konomi
今日のラッキーカラーおしえて！,zatsudan_omikuji
今日のラッキーアイテムは？,zatsudan_omikuji
出会いがほしい！,zatsudan_tomodachi
寒くなりましたねぇ,zatsudan_tenki
暑くなりましたねぇ,zatsudan_tenki
お元気そうですね,aisatsu_aiduchi
アマ無線的に大丈夫？,q_status_tsushin
アマチュア無線的にTiwtterとか大丈夫なんでうか？,q_status_tsushin
今日寒くない？,zatsudan_tenki
宇宙は綺麗？,q_keshiki_uchu
地球は青い？,q_keshiki_tikyu
太陽はあつい？,q_status_ondo
宇宙は寒い？,q_status_ondo
手振ってるの見える？,q_keshiki_tikyu
人間は小さい？,q_keshiki_tikyu
月まではどれぐらい？,q_keshiki_uchu
botの友達はいる？紹介して！,zatsudan_tomodachi
おみくじ中吉やったけどビミョー,zatsudan_omikuji
斜め上を行くメッセージを下さい,zatsudan_tomodachi
宇宙って広い？,q_keshiki_uchu
磁気トルカって何？,q_01_shisei
いつ帰ってくる？,q_status_kikan
んちゃ！,aisatsu_hiru
どんな通信してるの？,q_status_tsushin
リーマンサットについて教えて,q_rsp
すき！,kanso_oen
結婚して,kanso_oen
好きな人いる？,q_konomi
モテる？,q_konomi
推してます,kanso_oen
寒い,zatsudan_tenki
いつ、打ち上がるの❓,q_status_kikan
何年の何月に❓,q_status_kikan
いまの高度は,q_status_ichi
暑さ,q_status_ondo
寒さ,q_status_ondo
おはよう,aisatsu_asa
おやすみ,aisatsu_yoru
あっついの？さっむいの？,q_status_ondo
何ができるの？,q_01_mission
台風見える？,q_keshiki_tikyu
台風見える？,q_keshiki_tikyu
こんにちは！宇宙は寒いですか？暑いですか？,q_status_ondo
空からはどんな景色が見えていますか？,q_keshiki_uchu
地球はどれくらい大きいですか？,q_keshiki_tikyu
旅は順調ですか？,q_status_kibun
おはよう！,aisatsu_asa
今日の気分は？,q_status_kibun
宇宙に来て何日目かな？,q_status_kikan
カッコいいね。,kanso_home
何が見える？,q_keshiki_uchu
おはよう,aisatsu_asa
こんにちは,aisatsu_hiru
こんばんは,aisatsu_yoru
元気？,q_status_kibun
会えて嬉しいよ^_^,aisatsu_kantanshi
大切なものは何かな？,q_yume
ありがとう。,aisatsu_kantanshi
感謝しているよ。,aisatsu_kantanshi
ハッピーだよ,aisatsu_kantanshi
また会おう。,aisatsu_kantanshi
最高だね。,aisatsu_kantanshi
地球からどれぐらいのところにいるの？,q_status_ichi
楽しいね。,aisatsu_kantanshi
今日も素晴らしい日だよ。,aisatsu_kantanshi
May The Force Be With You.,zatsudan_uchu_meigen
I’m happy.,aisatsu_kantanshi
Nice to see you again.,aisatsu_kantanshi
今の温度は？,q_status_ondo
台風見える？,q_keshiki_tikyu
你好,aisatsu_aiduchi
Good morning!,aisatsu_asa
星は綺麗に見えますか？,q_keshiki_uchu
孤独ではないですか？,q_status_kibun
お父さんは誰ですか？,q_rsp
今日誕生日です！,zatsudan_tanjobi
毎日お疲れ様。,kanso_oen
星は見えますか？,q_keshiki_uchu
何が見える？,q_keshiki_uchu
地球は青いですか？,q_keshiki_tikyu
北海道では、気温が20℃を下回っており寒いです！,zatsudan_tenki
人口衛星開発、頑張って下さい！,kanso_oen
いまどこ？,q_status_ichi
すきです。,aisatsu_kantanshi
毎日暑いですが、元気ですか？,q_status_kibun
地球の様子はどう？,q_keshiki_tikyu
宇宙で飲む飲み物は何がいいですか？,aisatsu_aiduchi
そちらからの景色はどうですか？,q_keshiki_uchu
地球を見た感想を教えてください,q_keshiki_tikyu
宇宙はどんなところですか？,q_keshiki_uchu
いまどこ？,q_status_ichi
宇宙に着いた感想を教えて下さい！,q_keshiki_uchu
地球の我々に向けて一言お願いします！,zatsudan_omikuji
大好きだよー,aisatsu_kantanshi
きのうはよく眠れた？,q_status_zenpan
そちらから見た地球はどうですか？,q_keshiki_tikyu
宇宙から見た地球はどうですか？,q_keshiki_tikyu
私が見えますか？,q_keshiki_tikyu
今地球のどこが見えていますか,q_keshiki_tikyu
日本の明日のお天気はわかりますか？,zatsudan_tenki
ご飯食べた？,q_status_denryoku
目まわらない？,q_01_shisei
宇宙は楽しいですか？,q_status_kibun
月見える？,q_keshiki_uchu
今日で何日目？,zatsudan_jikan
地球は青いかい？,q_keshiki_tikyu
いつからそこにいるの？,zatsudan_jikan
いつ帰ってくるの？,zatsudan_jikan
帰ってこないの？,zatsudan_jikan
お腹すかないの？,q_status_denryoku
明日は晴れるかな？,zatsudan_tenki
暑い,q_status_ondo
今日の地球は？,q_keshiki_tikyu
写真撮って,q_01_mission
アーム伸ばして,q_01_mission
今どこ？,q_status_ichi
今どこ？,q_status_ichi
お腹すいた？,q_status_denryoku
友達できたかい？,zatsudan_tomodachi
今日も地球は美しいですか？,q_keshiki_tikyu
調子がわるい時はありますか？,q_status_kibun
台風はいつ来るの,zatsudan_tenki
今朝は雨が降りました。,zatsudan_tenki
おはようからおやすみまで,aisatsu_asa
そちらは何軌道？,q_01_kido
友達はできたかい？,zatsudan_tomodachi
目まわってないかい？,q_01_shisei
宇宙の景色はどうですか？,q_keshiki_uchu
宇宙の景色を教えて,q_keshiki_uchu
何が見える？,q_keshiki_uchu
暗くない？,zatsudan_tenki
寂しくない？,zatsudan_tomodachi
今年の夏も暑いですね〜,zatsudan_tenki
きょうは暑いね,zatsudan_tenki
星座は見えますか？,q_keshiki_uchu
元気の元は何ですか？,q_status_kibun
リーマンサットって楽しい？,q_rsp
さみしくない？,q_status_kibun
いまはどこの上？,q_status_ichi
姿勢制御できてますか?,q_01_shisei
日本に帰りたいかい？,q_status_kibun
身長は何センチですか,q_01_shiyo
地球でみんなが見守ってるよ,kanso_oen
月と太陽ではどちらが好きですか？,q_konomi
宇宙は好きですか?,q_konomi
言われるとうれしい言葉は何ですか?,zatsudan_uchu_meigen
座右の銘は何ですか?,zatsudan_uchu_meigen
子供の頃の夢は何でしたか?,q_yume
今、一番やりたいことは何ですか?,q_yume
好きな芸能人は誰ですか?,q_konomi
好きな音楽は何ですか?,q_konomi
自分の体で好きなところはどこですか?,q_konomi
海と山ではどちらが好きですか?,q_konomi
田舎と都会。住みたいのはどちらですか。,q_konomi
友達はできたかい？,zatsudan_tomodachi
元気ですか？,q_status_kibun
趣味は？,q_konomi
いつ地球に戻るの？,zatsudan_jikan
今何が見える？,q_keshiki_uchu
アメリカの衛星とは仲良くやってる？,zatsudan_tomodachi
リーマンサットって何？,q_rsp
明日天気にしてください！,kanso_ganbo
おはよう！,aisatsu_asa
おやすみなさい！,aisatsu_yoru
地球はどうみえる！,q_keshiki_tikyu
アンドロイドは電気羊の夢を見るか,zatsudan_uchu_meigen
全体主義運動は大衆運動である。それは今日までに現代の大衆が見出した、彼らにふさわしいと思われる唯一の組織形態だ。この点で既に、全体主義運動はすべての政党と異なっている。,zatsudan_uchu_meigen
芸術とは芸術家が芸術だと思って作るが、超芸術は超芸術家が何とも知らずに無意識に作るもの超芸術にはアシスタントはいても作者はいない、ただそこに超芸術を発見する者だけがいる,zatsudan_uchu_meigen
好きになれない相手にすら成り立つ一般的信頼が十分に存在するコミュニティでは、信頼を超えて規範となる,zatsudan_uchu_meigen
眠ろうという努力は眠りを遠ざける,zatsudan_uchu_meigen
ひとつの閉鎖系、かつては自己増殖できたけれどもそうではなくなった過去の対象に、切断面を入れて開放系にしていく,zatsudan_uchu_meigen
文化活動は贈与が原動力交換を促す原動力として作用し続ける,zatsudan_uchu_meigen
我々は自分が正しくあろうと望むのではない。自分が正しい(賢い、礼儀正しい、優れている)人間だと信じたいのである。,zatsudan_uchu_meigen
私はそうでもないけど、みんな欲しがるから私もそれに合わせて仕方なく欲しがっているふりをしているだけ,zatsudan_uchu_meigen
映画は死んだ。もうフィルムはありえない。さあ、討論に移りましょう,zatsudan_uchu_meigen
反知性主義は単なる知性への軽蔑と同義ではない。知性が権威と結びつくことに対する反発であり、何事も自分自身で判断しなおすことを求める態度である。だからこそ反知性主義は、宗教的な確信を背景にして育つ。,zatsudan_uchu_meigen
大切な事は心のノートにメモっとけ！,zatsudan_uchu_meigen
どうやって通信しているの,q_01_tsushin
通信教えて,q_01_tsushin
僕と通信してください,q_01_tsushin
通信で何を飛ばしているの,q_01_tsushin
個人も通信できるのでしょうか,q_01_tsushin
通信が途切れることはないの,q_status_tsushin
通信が途切れたらどうなるの,q_status_tsushin
通信できていないのでは,q_status_tsushin
アンテナから電波出てますか,q_status_tsushin
アンテナで受信できてますか,q_status_tsushin
アンテナで送信できてますか,q_status_tsushin
